1,1400
2,0
3,0
4,0
5,1400
6,0
7,0
8,0
9,0
10,1400
11,0
12,0
13,0
14,1400
15,0
16,0
17,0
18,2800
19,0
20,0
21,0
22,2800
23,0
24,0
25,0
26,0
27,2800
28,0
29,0
30,0
31,0
32,4200
33,0
34,0
35,0
36,0
37,4200
38,0
39,0
40,0
41,0
42,0
43,2800
44,0
45,0
46,0
47,0
48,2800
49,1400
50,0
51,0
52,0
53,2800
54,1400
55,0
56,0
57,0
58,0
59,1400
60,0
61,0
62,1400
63,0
64,0
65,2800
66,0
67,0
68,0
69,1400
70,0
71,0
72,0
73,1400
74,0
75,0
76,0
77,1400
78,0
79,0
80,0
81,1400
82,0
83,0
84,0
85,0
86,0
87,1400
88,0
89,1400
90,0
91,0
92,0
93,1400
94,0
95,1400
96,0
97,0
98,1400
99,0
100,1400
101,0
102,0
103,2800
104,0
105,0
106,1400
107,2800
108,0
109,0
110,0
111,2800
112,1400
113,0
114,0
115,0
116,0
117,2800
118,4200
119,2800
120,0
121,0
122,0
123,4200
124,0
125,4200
126,0
127,0
128,0
129,2800
130,4200
131,0
132,0
133,0
134,4200
135,2800
136,0
137,0
138,0
139,1400
140,2800
141,0
142,0
143,0
144,0
145,4200
146,0
147,0
148,0
149,0
150,0
151,4200
152,0
153,0
154,0
155,0
156,0
157,4200
158,0
159,0
160,0
161,4200
162,0
163,0
164,0
165,1400
166,2800
167,0
168,0
169,0
170,1400
171,102200
172,256200
173,0
174,0
175,0
176,0
177,4200
178,1400
179,0
180,0
181,0
182,4200
183,0
184,0
185,0
186,0
187,2800
188,0
189,0
190,0
191,2800
192,0
193,1400
194,0
195,0
196,0
197,4200
198,0
199,0
200,0
201,1400
202,1400
203,0
204,0
205,0
206,0
207,22400
208,359800
209,0
210,0
211,0
212,0
213,0
214,0
215,4200
216,0
217,0
218,0
219,1400
220,1400
221,0
222,0
223,0
224,1400
225,1400
226,0
227,0
228,0
229,1400
230,1400
231,0
232,0
233,1400
234,0
235,1400
236,0
237,1400
238,0
239,1400
240,0
241,0
242,1400
243,0
244,1400
245,0
246,0
247,1400
248,453600
249,819000
250,0
251,0
252,0
253,0
254,0
255,2800
256,0
257,0
258,0
259,2800
260,1400
261,0
262,0
263,0
264,2800
265,0
266,1400
267,0
268,0
269,0
270,1400
271,1400
272,0
273,0
274,1400
275,1400
276,0
277,0
278,0
279,221200
280,725200
281,0
282,0
283,0
284,0
285,1400
286,1400
287,0
288,0
289,0
290,4200
291,0
292,0
293,0
294,1400
295,1400
296,0
297,0
298,0
299,1400
300,1400
301,0
302,0
303,1400
304,0
305,2800
306,0
307,0
308,1400
309,1044400
310,0
311,0
312,0
313,0
314,4200
315,1400
316,0
317,0
318,0
319,2800
320,0
321,0
322,0
323,2800
324,1400
325,0
326,0
327,0
328,0
329,0
330,2800
331,0
332,4200
333,0
334,0
335,0
336,0
337,85400
338,588000
339,0
340,0
341,0
342,2800
343,2800
344,1400
345,0
346,0
347,2800
348,1400
349,0
350,2800
351,0
352,4200
353,0
354,4200
355,0
356,0
357,0
358,639800
359,0
360,0
361,1400
362,0
363,4200
364,2800
365,2800
366,0
367,0
368,1400
